year,month,categorie,value,shares
1990,10,3,1.457387e6,0.234039290174052
1990,10,4,2.328483e6,0.3739271096162839
1990,10,5,2.072955e6,0.3328923043520712
1990,10,6,368279.0,0.05914129585759287
1990,10,7,0.0,0.0
1990,10,8,0.0,0.0
1990,11,0,0.0,0.0
1990,11,1,0.0,0.0
1990,11,2,0.0,0.0
1990,11,3,0.0,0.0
1990,11,4,60709.0,0.00974915466322708
1990,11,5,2.935099e6,0.47134253739780163
1990,11,6,2.214815e6,0.3556733595584721
1990,11,7,1.016481e6,0.16323494838049918
1990,11,8,0.0,0.0
1990,12,0,0.0,0.0
1990,12,1,0.0,0.0
1990,12,2,0.0,0.0
1990,12,3,103149.0,0.016564521806605448
1990,12,4,1.257747e6,0.20197944341382446
1990,12,5,3.334008e6,0.5354026526616547
1990,12,6,1.480419e6,0.2377379597321644
1990,12,7,51781.0,0.008315422385751064
1990,12,8,0.0,0.0
1991,1,0,0.0,0.0
1991,1,1,0.0,0.0
1991,1,2,0.0,0.0
1991,1,3,55321.0,0.008883904942008356
1991,1,4,552837.0,0.088779149986896
1991,1,5,1.491335e6,0.23949094153558378
1991,1,6,2.751923e6,0.44192661628904867
1991,1,7,1.241707e6,0.1994036071984666
1991,1,8,133981.0,0.02151578004799663
1991,2,0,0.0,0.0
1991,2,1,0.0,0.0
1991,2,2,441492.0,0.07089844653309146
1991,2,3,4.39558e6,0.7058786877495542
1991,2,4,1.383552e6,0.22218225358047658
1991,2,5,6480.0,0.0010406121368777524
1991,2,6,0.0,0.0
1991,2,7,0.0,0.0
1991,2,8,0.0,0.0
1991,3,0,0.0,0.0
1991,3,1,0.0,0.0
1991,3,2,44.0,7.065884880034122e-6
1991,3,3,149439.0,0.023998153876986797
1991,3,4,1.60438e6,0.257644645087026
1991,3,5,3.760718e6,0.60392728305164
1991,3,6,712523.0,0.1144228520994671
1991,3,7,0.0,0.0
1991,3,8,0.0,0.0
1991,4,0,0.0,0.0
1991,4,1,0.0,0.0
1991,4,2,0.0,0.0
1991,4,3,0.0,0.0
1991,4,4,236305.0,0.03794781651310144
1991,4,5,2.149851e6,0.3452409017096872
1991,4,6,3.455824e6,0.5549648761286146
1991,4,7,385124.0,0.06184640564859684
1991,4,8,0.0,0.0
1991,5,0,0.0,0.0
1991,5,1,0.0,0.0
1991,5,2,62530.0,0.010041585944284856
1991,5,3,1.404899e6,0.2256103318653422
1991,5,4,3.554521e6,0.5708144588559947
1991,5,5,1.16819e6,0.18759763768197865
1991,5,6,36964.0,0.005935985652399575
1991,5,7,0.0,0.0
1991,5,8,0.0,0.0
1991,6,0,0.0,0.0
1991,6,1,0.0,0.0
1991,6,2,55448.0,0.008904299655184817
1991,6,3,1.949327e6,0.31303909489868803
1991,6,4,3.514603e6,0.5644040953868764
1991,6,5,707726.0,0.11365251005925066
1991,6,6,0.0,0.0
1991,6,7,0.0,0.0
1991,6,8,0.0,0.0
1991,7,0,102647.0,0.016483906483655966
1991,7,1,2.526316e6,0.40569677333155185
1991,7,2,2.466033e6,0.3960160292810269
1991,7,3,852429.0,0.13689011778187743
1991,7,4,254466.0,0.04086426049733552
1991,7,5,25213.0,0.00404891262455228
1991,7,6,0.0,0.0
1991,7,7,0.0,0.0
1991,7,8,0.0,0.0
1991,8,0,2717.0,0.00043631839134210704
1991,8,1,1.563182e6,0.2510287286032159
1991,8,2,3.374456e6,0.5418981279259187
1991,8,3,1.285162e6,0.20638197145896392
1991,8,4,1587.0,0.00025485362055941254
1991,8,5,0.0,0.0
1991,8,6,0.0,0.0
1991,8,7,0.0,0.0
1991,8,8,0.0,0.0
1991,9,0,0.0,0.0
1991,9,1,84922.0,0.013637478995051312
1991,9,2,1.041613e6,0.1672708533533405
1991,9,3,1.626629e6,0.26121757401193235
1991,9,4,2.108029e6,0.3385247781312148
1991,9,5,1.34926e6,0.21667535984624633
1991,9,6,16651.0,0.002673955662214731
1991,9,7,0.0,0.0
1991,9,8,0.0,0.0
1991,10,0,0.0,0.0
1991,10,1,0.0,0.0
1991,10,2,0.0,0.0
1991,10,3,5221.0,0.0008384314763331398
1991,10,4,689938.0,0.11079596550820413
1991,10,5,2.628612e6,0.4221243133244603
1991,10,6,1.334491e6,0.2143036313509458
1991,10,7,1.568842e6,0.2519376583400566
1991,10,8,0.0,0.0
1991,11,0,0.0,0.0
1991,11,1,0.0,0.0
1991,11,2,1473.0,0.00023654655518841504
1991,11,3,654598.0,0.10512077524319491
1991,11,4,2.046534e6,0.3286494010699034
1991,11,5,1.981141e6,0.3181480508435382
1991,11,6,844875.0,0.13567703381860974
1991,11,7,698483.0,0.1121681924695653
1991,11,8,0.0,0.0
1991,12,0,0.0,0.0
1991,12,1,0.0,0.0
1991,12,2,0.0,0.0
1991,12,3,0.0,0.0
1991,12,4,171905.0,0.02760593046141513
1991,12,5,2.871436e6,0.4611190049178559
1991,12,6,2.633241e6,0.4228676765314984
1991,12,7,550522.0,0.08840738808923056
1991,12,8,0.0,0.0
1992,1,0,0.0,0.0
1992,1,1,2544.0,0.0004085366167001547
1992,1,2,245259.0,0.03938572408618838
1992,1,3,1.700609e6,0.27309789590795336
1992,1,4,3.03722e6,0.48774197443948264
1992,1,5,1.201574e6,0.1929587172464118
1992,1,6,39898.0,0.006407151703263668
1992,1,7,0.0,0.0
1992,1,8,0.0,0.0
1992,2,0,0.0,0.0
1992,2,1,0.0,0.0
1992,2,2,86817.0,0.013941793809770963
1992,2,3,3.265318e6,0.5243718428341649
1992,2,4,2.832321e6,0.45483759384779826
1992,2,5,42648.0,0.0068487695082658
1992,2,6,0.0,0.0
1992,2,7,0.0,0.0
1992,2,8,0.0,0.0
1992,3,0,0.0,0.0
1992,3,1,0.0,0.0
1992,3,2,425379.0,0.06831088737236443
1992,3,3,2.123186e6,0.3409588148840938
1992,3,4,2.77458e6,0.44556506523738804
1992,3,5,902571.0,0.1449423359558472
1992,3,6,1388.0,0.00022289655030653094
1992,3,7,0.0,0.0
1992,3,8,0.0,0.0
1992,4,0,0.0,0.0
1992,4,1,0.0,0.0
1992,4,2,0.0,0.0
1992,4,3,57702.0,0.009266265666993838
1992,4,4,720968.0,0.11577902023155547
1992,4,5,3.07968e6,0.49456055334871557
1992,4,6,2.234114e6,0.35877255301983074
1992,4,7,134640.0,0.021621607732904412
1992,4,8,0.0,0.0
1992,5,0,0.0,0.0
1992,5,1,59504.0,0.009555645770489781
1992,5,2,283481.0,0.04552372981083984
1992,5,3,1.747386e6,0.28060973447689325
1992,5,4,2.051572e6,0.3294584448886673
1992,5,5,1.688672e6,0.27118095345765864
1992,5,6,396489.0,0.06367149159545112
1992,5,7,0.0,0.0
1992,5,8,0.0,0.0
1992,6,0,0.0,0.0
1992,6,1,0.0,0.0
1992,6,2,0.0,0.0
1992,6,3,251062.0,0.040317617948889245
1992,6,4,1.371245e6,0.2202058934618725
1992,6,5,1.955305e6,0.3139990917126163
1992,6,6,1.867401e6,0.29988273842865
1992,6,7,651160.0,0.10456867269279588
1992,6,8,130931.0,0.021025985755176082
1992,7,0,0.0,0.0
1992,7,1,0.0,0.0
1992,7,2,147317.0,0.02365738551981788
1992,7,3,463996.0,0.07451232547264346
1992,7,4,898764.0,0.14433097632543154
1992,7,5,1.324596e6,0.21271461019440177
1992,7,6,1.550267e6,0.24895473080263314
1992,7,7,1.505682e6,0.2417949017713531
1992,7,8,336482.0,0.05403506991371912
1992,8,0,0.0,0.0
1992,8,1,0.0,0.0
1992,8,2,16201.0,0.002601690930487109
1992,8,3,653186.0,0.1048940245738629
1992,8,4,528001.0,0.08479077914870219
1992,8,5,1.324921e6,0.21276680138953838
1992,8,6,1.667558e6,0.2677902922449986
1992,8,7,1.577298e6,0.253295592943365
1992,8,8,459939.0,0.07386081876904577
1992,9,0,0.0,0.0
1992,9,1,0.0,0.0
1992,9,2,0.0,0.0
1992,9,3,579609.0,0.0930784197598113
1992,9,4,2.618004e6,0.42042079271520116
1992,9,5,2.300684e6,0.3694629156667369
1992,9,6,580420.0,0.09320865686521375
1992,9,7,136109.0,0.021857511934921917
1992,9,8,12278.0,0.001971703058114976
1992,10,0,0.0,0.0
1992,10,1,0.0,0.0
1992,10,2,0.0,0.0
1992,10,3,110421.0,0.01773231987132381
1992,10,4,4.741228e6,0.7613857099544186
1992,10,5,1.375455e6,0.22088197017425756
1992,10,6,0.0,0.0
1992,10,7,0.0,0.0
1992,10,8,0.0,0.0
1992,11,0,0.0,0.0
1992,11,1,0.0,0.0
1992,11,2,1.412481e6,0.2268279123008063
1992,11,3,3.133134e6,0.5031446399482007
1992,11,4,1.673902e6,0.2688090643740654
1992,11,5,7587.0,0.001218383376927702
1992,11,6,0.0,0.0
1992,11,7,0.0,0.0
1992,11,8,0.0,0.0
1992,12,0,0.0,0.0
1992,12,1,0.0,0.0
1992,12,2,7153.0,0.001148688057883729
1992,12,3,736126.0,0.11821321757272722
1992,12,4,2.236525e6,0.359159731393598
1992,12,5,2.816343e6,0.4522717141065895
1992,12,6,430957.0,0.06920664886920148
1992,12,7,0.0,0.0
1992,12,8,0.0,0.0
1993,1,0,0.0,0.0
1993,1,1,54187.0,0.00870179781805475
1993,1,2,564989.0,0.09073061892012724
1993,1,3,2.246093e6,0.36069624017842
1993,1,4,2.701121e6,0.43376840984187837
1993,1,5,630495.0,0.10125011562357077
1993,1,6,30219.0,0.004852817617948889
1993,1,7,0.0,0.0
1993,1,8,0.0,0.0
1993,2,0,0.0,0.0
1993,2,1,48350.0,0.007764443953401132
1993,2,2,988579.0,0.1587542138368012
1993,2,3,3.260798e6,0.5236459837510342
1993,2,4,1.878727e6,0.3017015614320879
1993,2,5,50650.0,0.008133797026675642
1993,2,6,0.0,0.0
1993,2,7,0.0,0.0
1993,2,8,0.0,0.0
1993,3,0,0.0,0.0
1993,3,1,0.0,0.0
1993,3,2,1.244968e6,0.19992728562105275
1993,3,3,4.512639e6,0.7246769927080068
1993,3,4,469497.0,0.07539572167094045
1993,3,5,0.0,0.0
1993,3,6,0.0,0.0
1993,3,7,0.0,0.0
1993,3,8,0.0,0.0
1993,4,0,0.0,0.0
1993,4,1,0.0,0.0
1993,4,2,0.0,0.0
1993,4,3,11106.0,0.0017834935790377036
1993,4,4,2.760584e6,0.4433174714923663
1993,4,5,3.411426e6,0.5478350771080747
1993,4,6,43988.0,0.007063957820521385
1993,4,7,0.0,0.0
1993,4,8,0.0,0.0
1993,5,0,0.0,0.0
1993,5,1,0.0,0.0
1993,5,2,62099.0,0.009972372390119067
1993,5,3,1.950421e6,0.31321477849093254
1993,5,4,1.668714e6,0.2679759323113923
1993,5,5,1.708836e6,0.27441905579222703
1993,5,6,824957.0,0.13247843620405247
1993,5,7,12077.0,0.0019394248112766385
1993,5,8,0.0,0.0
1993,6,0,0.0,0.0
1993,6,1,0.0,0.0
1993,6,2,0.0,0.0
1993,6,3,0.0,0.0
1993,6,4,0.0,0.0
1993,6,5,1.031395e6,0.1656299621782453
1993,6,6,3.947459e6,0.6339157014239685
1993,6,7,1.190377e6,0.19116061013273586
1993,6,8,57873.0,0.009293726265050335
1993,7,0,0.0,0.0
1993,7,1,0.0,0.0
1993,7,2,0.0,0.0
1993,7,3,0.0,0.0
1993,7,4,0.0,0.0
1993,7,5,0.0,0.0
1993,7,6,118785.0,0.01907548035170121
1993,7,7,959107.0,0.15402135567352015
1993,7,8,5.149212e6,0.8269031639747787
1993,8,0,0.0,0.0
1993,8,1,0.0,0.0
1993,8,2,0.0,0.0
1993,8,3,0.0,0.0
1993,8,4,572433.0,0.09192603817119482
1993,8,5,1.458259e6,0.23417932316531087
1993,8,6,1.587299e6,0.2549016364589382
1993,8,7,1.924964e6,0.3091266823229546
1993,8,8,684149.0,0.10986631988160146
1993,9,0,0.0,0.0
1993,9,1,0.0,0.0
1993,9,2,0.0,0.0
1993,9,3,0.0,0.0
1993,9,4,3.171082e6,0.5092386444806446
1993,9,5,2.141696e6,0.34393130418248996
1993,9,6,810114.0,0.13009482417509005
1993,9,7,104212.0,0.016735227161775362
1993,9,8,0.0,0.0
1993,10,0,0.0,0.0
1993,10,1,0.0,0.0
1993,10,2,0.0,0.0
1993,10,3,0.0,0.0
1993,10,4,5.940561e6,0.9539845488368269
1993,10,5,286543.0,0.04601545116317312
1993,10,6,0.0,0.0
1993,10,7,0.0,0.0
1993,10,8,0.0,0.0
1993,11,0,0.0,0.0
1993,11,1,15488.0,0.00271878991379498
1993,11,2,2.469101e6,0.43343019724568044
1993,11,3,1.631553e6,0.2864055940225943
1993,11,4,988671.0,0.17355299217856382
1993,11,5,591839.0,0.10389242663936642
1993,11,6,0.0,0.0
1993,11,7,0.0,0.0
1993,11,8,0.0,0.0
1993,12,0,0.0,0.0
1993,12,1,0.0,0.0
1993,12,2,12.0,0.0001866193897545955
1993,12,3,62703.0,0.9751329663152002
1993,12,4,1587.0,0.024680414295045257
1993,12,5,0.0,0.0
1993,12,6,0.0,0.0
1993,12,7,0.0,0.0
1993,12,8,0.0,0.0
1994,1,0,0.0,0.0
1994,1,1,0.0,0.0
1994,1,2,82209.0,0.013201802956880117
1994,1,3,920228.0,0.14777784344054637
1994,1,4,1.721154e6,0.27639718238205113
1994,1,5,1.588521e6,0.2550978753526519
1994,1,6,1.317411e6,0.21156078331115075
1994,1,7,597581.0,0.09596451255671978
1994,1,8,0.0,0.0
1994,2,0,0.0,0.0
1994,2,1,0.0,0.0
1994,2,2,16380.0,0.00263043623488543
1994,2,3,949572.0,0.15249014630235821
1994,2,4,4.486966e6,0.7205542094687997
1994,2,5,774186.0,0.12432520799395674
1994,2,6,0.0,0.0
1994,2,7,0.0,0.0
1994,2,8,0.0,0.0
1994,3,0,0.0,0.0
1994,3,1,48065.0,0.007718676289973638
1994,3,2,728838.0,0.11704285009532521
1994,3,3,2.220935e6,0.3566561599099678
1994,3,4,2.771789e6,0.44511686331238404
1994,3,5,457477.0,0.07346545039234932
1994,3,6,0.0,0.0
1994,3,7,0.0,0.0
1994,3,8,0.0,0.0
1994,4,0,0.0,0.0
1994,4,1,0.0,0.0
1994,4,2,0.0,0.0
1994,4,3,96705.0,0.015529690848265904
1994,4,4,1.486826e6,0.23876684892367303
1994,4,5,2.685014e6,0.4311818142109077
1994,4,6,1.845904e6,0.29643057189987515
1994,4,7,112655.0,0.018091074117278273
1994,4,8,0.0,0.0
1994,5,0,0.0,0.0
1994,5,1,0.0,0.0
1994,5,2,6611.0,0.0010616492032251268
1994,5,3,219498.0,0.03524880907722113
1994,5,4,1.29585e6,0.2080983391316413
1994,5,5,3.100812e6,0.49795410515064464
1994,5,6,1.461031e6,0.234624473912753
1994,5,7,143302.0,0.023012623524514768
1994,5,8,0.0,0.0
1994,6,0,0.0,0.0
1994,6,1,39868.0,0.006402334054481826
1994,6,2,293280.0,0.047097334491281985
1994,6,3,1.227077e6,0.19705420047585523
1994,6,4,2.522135e6,0.4050253536796559
1994,6,5,1.946425e6,0.31257306767319126
1994,6,6,198319.0,0.03184770962553379
1994,6,7,0.0,0.0
1994,6,8,0.0,0.0
1994,7,0,0.0,0.0
1994,7,1,0.0,0.0
1994,7,2,608585.0,0.09773162612989923
1994,7,3,918011.0,0.14742181919556827
1994,7,4,1.18332e6,0.19002733855095402
1994,7,5,1.910135e6,0.3067453185300904
1994,7,6,1.244667e6,0.1998789485449416
1994,7,7,346098.0,0.05557928693659203
1994,7,8,16288.0,0.0026156621119544496
1994,8,0,0.0,0.0
1994,8,1,0.0,0.0
1994,8,2,7340.0,0.001178718068623874
1994,8,3,246318.0,0.03955578708818738
1994,8,4,667521.0,0.10719605775011948
1994,8,5,1.586696e6,0.2548048017184232
1994,8,6,2.33641e6,0.37520009301273916
1994,8,7,1.33581e6,0.21451544730905409
1994,8,8,47009.0,0.007549095052852819
1994,9,0,0.0,0.0
1994,9,1,0.0,0.0
1994,9,2,0.0,0.0
1994,9,3,1.432101e6,0.22997865460413058
1994,9,4,3.440699e6,0.5525359782011028
1994,9,5,1.331233e6,0.21378043469323782
1994,9,6,23071.0,0.0037049325015288005
1994,9,7,0.0,0.0
1994,9,8,0.0,0.0
1994,10,0,0.0,0.0
1994,10,1,0.0,0.0
1994,10,2,0.0,0.0
1994,10,3,8280.0,0.0013296710637882394
1994,10,4,4.753965e6,0.7634311230388958
1994,10,5,1.458764e6,0.23426042025313853
1994,10,6,6095.0,0.0009787856441774538
1994,10,7,0.0,0.0
1994,10,8,0.0,0.0
1994,11,0,0.0,0.0
1994,11,1,0.0,0.0
1994,11,2,0.0,0.0
1994,11,3,0.0,0.0
1994,11,4,7920.0,0.0012718592784061419
1994,11,5,5.788613e6,0.9295834789333854
1994,11,6,430571.0,0.06914466178820845
1994,11,7,0.0,0.0
1994,11,8,0.0,0.0
1994,12,0,0.0,0.0
1994,12,1,0.0,0.0
1994,12,2,0.0,0.0
1994,12,3,0.0,0.0
1994,12,4,39416.0,0.0094120973245631
1994,12,5,959241.0,0.22905595823298236
1994,12,6,2.267811e6,0.5415277513120248
1994,12,7,844266.0,0.2016012218342701
1994,12,8,77068.0,0.018402971296159656
1995,1,0,0.0,0.0
1995,1,1,0.0,0.0
1995,1,2,0.0,0.0
1995,1,3,125028.0,0.020078033063202414
1995,1,4,634155.0,0.10183786877495542
1995,1,5,1.492703e6,0.23971062632003576
1995,1,6,2.39174e6,0.38408544324938204
1995,1,7,1.43597e6,0.2305999707086954
1995,1,8,147508.0,0.023688057883728936
1995,2,0,0.0,0.0
1995,2,1,0.0,0.0
1995,2,2,0.0,0.0
1995,2,3,32890.0,0.005281748947825506
1995,2,4,669552.0,0.10752221257265014
1995,2,5,4.405303e6,0.707440087719749
1995,2,6,1.113554e6,0.178823735720489
1995,2,7,5805.0,0.00093221503928632
1995,2,8,0.0,0.0
1995,3,0,0.0,0.0
1995,3,1,0.0,0.0
1995,3,2,31692.0,0.005089364173137305
1995,3,3,918324.0,0.14747208333119216
1995,3,4,3.814893e6,0.6126271538101821
1995,3,5,1.454621e6,0.23359510295636624
1995,3,6,7574.0,0.0012162957291222372
1995,3,7,0.0,0.0
1995,3,8,0.0,0.0
1995,4,0,0.0,0.0
1995,4,1,0.0,0.0
1995,4,2,0.0,0.0
1995,4,3,317760.0,0.0510285358972646
1995,4,4,2.77539e6,0.44569514175449776
1995,4,5,2.827329e6,0.45403593709049983
1995,4,6,306625.0,0.04924038525773779
1995,4,7,0.0,0.0
1995,4,8,0.0,0.0
1995,5,0,0.0,0.0
1995,5,1,289507.0,0.04649143486281906
1995,5,2,2.032027e6,0.32631974670729763
1995,5,3,1.329901e6,0.21356653108732407
1995,5,4,1.128685e6,0.1812535971777571
1995,5,5,1.187811e6,0.1907485405735957
1995,5,6,259173.0,0.04162014959120644
1995,5,7,0.0,0.0
1995,5,8,0.0,0.0
1995,6,0,223312.0,0.035861292825685905
1995,6,1,1.396034e6,0.22418671665030807
1995,6,2,779575.0,0.1251906183034682
1995,6,3,1.000603e6,0.16068512746856323
1995,6,4,1.237971e6,0.1988036493368346
1995,6,5,1.540717e6,0.24742111260708027
1995,6,6,48892.0,0.007851482808059734
1995,6,7,0.0,0.0
1995,6,8,0.0,0.0
1995,7,0,137649.0,0.02210481790572311
1995,7,1,1.233672e6,0.1981132802663967
1995,7,2,698630.0,0.11219179894859634
1995,7,3,1.034532e6,0.16613372765253318
1995,7,4,1.05584e6,0.16955554299398243
1995,7,5,1.377331e6,0.2211832338114154
1995,7,6,689450.0,0.11071759842135284
1995,7,7,0.0,0.0
1995,7,8,0.0,0.0
1995,8,0,0.0,0.0
1995,8,1,0.0,0.0
1995,8,2,0.0,0.0
1995,8,3,38359.0,0.006160006320755202
1995,8,4,1.658976e6,0.26641212351680654
1995,8,5,3.078504e6,0.49437170151646737
1995,8,6,1.291188e6,0.20734967651094313
1995,8,7,160077.0,0.025706492135027775
1995,8,8,0.0,0.0
1995,9,0,0.0,0.0
1995,9,1,0.0,0.0
1995,9,2,0.0,0.0
1995,9,3,0.0,0.0
1995,9,4,609994.0,0.09795789503435305
1995,9,5,3.203264e6,0.5144066969172186
1995,9,6,2.360304e6,0.37903718967918315
1995,9,7,53542.0,0.008598218369245158
1995,9,8,0.0,0.0
1995,10,0,0.0,0.0
1995,10,1,0.0,0.0
1995,10,2,28277.0,0.00454095515347102
1995,10,3,538897.0,0.086540549186267
1995,10,4,1.73123e6,0.27801527001957893
1995,10,5,2.59173e6,0.4162014959120644
1995,10,6,1.331074e6,0.21375490115469406
1995,10,7,5896.0,0.0009468285739245723
1995,10,8,0.0,0.0
1995,11,0,0.0,0.0
1995,11,1,0.0,0.0
1995,11,2,0.0,0.0
1995,11,3,976870.0,0.15687388551724846
1995,11,4,2.868553e6,0.4606560288699209
1995,11,5,1.798193e6,0.2887687438655272
1995,11,6,583488.0,0.09370134174730341
1995,11,7,0.0,0.0
1995,11,8,0.0,0.0
1995,12,0,0.0,0.0
1995,12,1,0.0,0.0
1995,12,2,12.0,1.927059512736579e-6
1995,12,3,222236.0,0.03568849982271052
1995,12,4,1.022204e6,0.1641539951797818
1995,12,5,2.62008e6,0.4207541740109046
1995,12,6,1.984258e6,0.3186486045519715
1995,12,7,370034.0,0.0594231283113306
1995,12,8,8280.0,0.0013296710637882394
1996,1,0,0.0,0.0
1996,1,1,0.0,0.0
1996,1,2,0.0,0.0
1996,1,3,199632.0,0.03205856205388572
1996,1,4,1.00932e6,0.16208497561627364
1996,1,5,2.158343e6,0.34660461749153376
1996,1,6,1.662565e6,0.26698847489940747
1996,1,7,984356.0,0.15807604947661064
1996,1,8,212888.0,0.03418732046228873
1996,2,0,0.0,0.0
1996,2,1,0.0,0.0
1996,2,2,56682.0,0.00910246560841123
1996,2,3,3.03008e6,0.48659537402940434
1996,2,4,3.06759e6,0.49261904088963343
1996,2,5,72752.0,0.011683119472550964
1996,2,6,0.0,0.0
1996,2,7,0.0,0.0
1996,2,8,0.0,0.0
1996,3,0,0.0,0.0
1996,3,1,91947.0,0.01476561175146585
1996,3,2,2.584807e6,0.41508974316150815
1996,3,3,2.990546e6,0.4802466764646937
1996,3,4,559804.0,0.0898979686223323
1996,3,5,0.0,0.0
1996,3,6,0.0,0.0
1996,3,7,0.0,0.0
1996,3,8,0.0,0.0
1996,4,0,0.0,0.0
1996,4,1,0.0,0.0
1996,4,2,0.0,0.0
1996,4,3,22837.0,0.0036673548410304374
1996,4,4,1.574334e6,0.25281960924371905
1996,4,5,2.609607e6,0.41907233282116374
1996,4,6,1.986975e6,0.31908492294331364
1996,4,7,33351.0,0.005355780150773136
1996,4,8,0.0,0.0
1996,5,0,0.0,0.0
1996,5,1,0.0,0.0
1996,5,2,8018.0,0.0012875969310934907
1996,5,3,254375.0,0.040849646962697266
1996,5,4,1.155648e6,0.18558353931458346
1996,5,5,3.436485e6,0.5518592591355468
1996,5,6,1.340713e6,0.2153028117082997
1996,5,7,31865.0,0.005117145947779257
1996,5,8,0.0,0.0
1996,6,0,0.0,0.0
1996,6,1,0.0,0.0
1996,6,2,0.0,0.0
1996,6,3,0.0,0.0
1996,6,4,531230.0,0.08530931874592106
1996,6,5,1.926799e6,0.3094213618401106
1996,6,6,3.096933e6,0.49733118316315256
1996,6,7,664316.0,0.10668137227192609
1996,6,8,7826.0,0.0012567639788897053
1996,7,0,0.0,0.0
1996,7,1,0.0,0.0
1996,7,2,0.0,0.0
1996,7,3,0.0,0.0
1996,7,4,7786.0,0.0012503404471805835
1996,7,5,184939.0,0.02969903826883251
1996,7,6,625124.0,0.10038759590332842
1996,7,7,1.38484e6,0.2223890913015103
1996,7,8,4.024415e6,0.6462739340791482
1996,8,0,0.0,0.0
1996,8,1,0.0,0.0
1996,8,2,0.0,0.0
1996,8,3,0.0,0.0
1996,8,4,64167.0,0.01030446897948067
1996,8,5,449646.0,0.07220788347199597
1996,8,6,1.039326e6,0.16690358792787144
1996,8,7,1.713749e6,0.2752080260743999
1996,8,8,2.960216e6,0.475376033546252
1996,9,0,0.0,0.0
1996,9,1,0.0,0.0
1996,9,2,333756.0,0.05359730622774246
1996,9,3,1.267788e6,0.2035919104611068
1996,9,4,1.139907e6,0.18305571899875125
1996,9,5,1.380954e6,0.2217650451959691
1996,9,6,1.873499e6,0.3008620058377056
1996,9,7,231200.0,0.037128013278724746
1996,9,8,0.0,0.0
1996,10,0,0.0,0.0
1996,10,1,0.0,0.0
1996,10,2,0.0,0.0
1996,10,3,2.028965e6,0.32582802535496436
1996,10,4,4.166402e6,0.6690753839987256
1996,10,5,31737.0,0.005096590646310066
1996,10,6,0.0,0.0
1996,10,7,0.0,0.0
1996,10,8,0.0,0.0
1996,11,0,0.0,0.0
1996,11,1,0.0,0.0
1996,11,2,158321.0,0.02542449909299732
1996,11,3,3.532081e6,0.5672108575671773
1996,11,4,2.536687e6,0.40736223451543446
1996,11,5,15.0,2.4088243909207234e-6
1996,11,6,0.0,0.0
1996,11,7,0.0,0.0
1996,11,8,0.0,0.0
1996,12,0,0.0,0.0
1996,12,1,624003.0,0.10020757642718027
1996,12,2,3.396425e6,0.5454260921288612
1996,12,3,1.696653e6,0.2724626086219212
1996,12,4,342192.0,0.05495202906519628
1996,12,5,167831.0,0.02695169375684106
1996,12,6,0.0,0.0
1996,12,7,0.0,0.0
1996,12,8,0.0,0.0
1997,1,0,0.0,0.0
1997,1,1,24660.0,0.003960107298673669
1997,1,2,622044.0,0.09989298396172602
1997,1,3,2.378393e6,0.3819420713063408
1997,1,4,1.951587e6,0.31340202444025345
1997,1,5,1.117954e6,0.17953032420849244
1997,1,6,132466.0,0.021272488784513637
1997,1,7,0.0,0.0
1997,1,8,0.0,0.0
1997,2,0,0.0,0.0
1997,2,1,53160.0,0.008536873641423044
1997,2,2,2.950299e6,0.47378347944726795
1997,2,3,3.136634e6,0.5037066989727488
1997,2,4,87011.0,0.013972947938560205
1997,2,5,0.0,0.0
1997,2,6,0.0,0.0
1997,2,7,0.0,0.0
1997,2,8,0.0,0.0
1997,3,0,0.0,0.0
1997,3,1,0.0,0.0
1997,3,2,55616.0,0.00893127848836313
1997,3,3,1.905138e6,0.3059428588313283
1997,3,4,2.3339e6,0.37479701639799173
1997,3,5,1.91638e6,0.3077481924181771
1997,3,6,16070.0,0.002580653864139735
1997,3,7,0.0,0.0
1997,3,8,0.0,0.0
1997,4,0,0.0,0.0
1997,4,1,8281.0,0.0013298316520809674
1997,4,2,423394.0,0.06799211961129925
1997,4,3,1.988792e6,0.3193767118712005
1997,4,4,2.527951e6,0.40595933519016225
1997,4,5,1.262033e6,0.20266772483645687
1997,4,6,16653.0,0.002674276838800187
1997,4,7,0.0,0.0
1997,4,8,0.0,0.0
1997,5,0,2.077655e6,0.333647069327893
1997,5,1,767215.0,0.12320574700534952
1997,5,2,673078.0,0.10808844689280925
1997,5,3,537507.0,0.08631733145937502
1997,5,4,893946.0,0.1435572619310678
1997,5,5,1.163482e6,0.186841587999815
1997,5,6,114221.0,0.018342555383690395
1997,5,7,0.0,0.0
1997,5,8,0.0,0.0
1997,6,0,0.0,0.0
1997,6,1,8281.0,0.0013298316520809674
1997,6,2,773262.0,0.12417682441147603
1997,6,3,669424.0,0.10750165727118095
1997,6,4,538267.0,0.08643937856184833
1997,6,5,742714.0,0.1192711732452196
1997,6,6,1.034344e6,0.1661035370535003
1997,6,7,1.62659e6,0.261211311068516
1997,6,8,834222.0,0.13396628673617783
1997,7,0,0.0,0.0
1997,7,1,298895.0,0.04799903775494997
1997,7,2,647343.0,0.10395570717945292
1997,7,3,775687.0,0.12456625102134154
1997,7,4,668527.0,0.10735760957260389
1997,7,5,1.586529e6,0.25477798347353764
1997,7,6,1.514928e6,0.24327970112591663
1997,7,7,735195.0,0.11806370987219741
1997,7,8,0.0,0.0
1997,8,0,0.0,0.0
1997,8,1,0.0,0.0
1997,8,2,0.0,0.0
